word,tot_count
microsoft,38
mid,1
middl,7
middlewar,10
midi,1
midnight,2
might,4
migrat,54
mileston,2
milion,1
million,6
millisecond,12
mime,6
mimic,6
mimick,1
min,20
mine,1
minecraft,2
mingw,6
mingw64,1
mini,3
minif,1
minifi,10
minifyen,2
minikub,4
minim,19
minimap,2
minimax,1
minimum,23
minion,1
minitest,1
minkub,1
minmax,1
minor,1
minsdkvers,1
mint,1
minu,4
minuend,1
minut,15
minvalu,2
mirror,1
misc,1
mischief,1
miscomput,1
mislead,1
mismatch,3
mispredict,1
misra,1
misread,1
miss,47
missinginteg,1
mist,1
mistak,1
misunderstand,1
mitig,2
miui,5
mix,8
mixin,6
mixtur,1
mj,1
mjpeg,1
mkannot,2
mkdir,4
mkdirsync,1
mkmaprect,1
mkmapview,1
mkpolylin,1
mksdcard,1
mksnapshott,1
mkv,1
ml,2
mllib,1
mlp,1
mm,9
mm256,1
mmap,3
mmu,1
mmx,1
mnist,4
mobil,48
mobx,2
mocha,7
mock,32
mockabl,1
mockbackend,1
mockito,10
mod,6
modal,37
modalbottomsheet,1
modalview,1
mode,106
model,154
modelattribut,1
modelform,1
modelica,1
modelseri,1
modelst,1
modern,33
modif,2
modifi,61
modifiedd,1
modul,181
modular,4
modularli,1
modulenotfounderror,2
modulepath,1
modulerr,1
modulo,2
modulu,4
mojarra,1
mojav,3
moment,12
momentj,4
momentsj,1
monad,31
monadicali,1
monadplu,1
monday,2
money,2
mongdb,1
mongo,5
mongod,1
mongodb,62
mongoos,19
mongorepositori,2
monitor,13
monkey,1
mono,3
monobehaviour,2
monoid,5
monorepo,1
monoton,2
month,24
monthli,1
monthnam,1
monthnum,1
moq,2
morgan,2
mortem,1
mosquitto,2
motion,2
motiv,3
mount,9
mous,13
mousedown,1
mouseov,3
mouseup,1
mov,2
movabl,2
move,92
movemask,1
movenext,1
movetasktoback,1
moz,1
mozilla,1
mp3,6
mp4,10
mpandroidchart,4
mpeg,4
mpl,2
mplayer,1
mplot3d,1
mpmovieplayercontrol,1
mptt,1
mqtt,3
mrunit,1
ms,1
ms14,1
msal,1
msbuild,8
mscorlib,1
mscrm,1
msdn,1
mse,1
msg,2
msi,4
msil,1
mssql,2
msv,1
msvc,4
msys2,2
msysgit,1
mt19937,1
mtp,2
much,52
multer,5
multi,51
multibranch,2
multiclass,1
multicor,1
multicursor,1
multidex,2
multidexen,1
multidimension,6
multiindex,2
multilay,1
multilin,11
multimap,1
multinomi,1
multip,1
multipart,9
multipli,11
multiprocess,15
multiresourceitemread,1
multitask,1
multithread,16
multivaluedmap,1
multivari,1
music,6
must,31
mut,1
mutabl,14
mutablelist,2
mutat,13
mute,1
mutex,10
mutt,1
mutual,4
mv,1
mvc,93
mvc4,2
mvc5,4
mvc6,1
mvn,1
mvnw,2
mvp,7
mvvm,5
mxgraph,1
myapp,3
mybati,1
myhomepag,1
mypi,2
myproject,1
mysql,95
mysqldb,2
mysqli,7
myvari,1
n&,2
n+1,1
na,5
nacl,1
naiv,5
nake,3
nam,1
namecheap,1
namedtupl,2
namenod,1
nameof,3
nameservic,1
namespac,23
namevaluepair,1
nan,25
nanj,1
nano,1
nanosecond,1
napoleon,1
narrow,1
nasm,2
nat,2
nativ,205
nativebas,1
nativeel,1
nativequeri,1
natur,3
nav,11
navbar,11
navcontrol,2
navhostfrag,1
navig,106
navigationbar,6
navigationbaritem,1
navigationbutton,1
navigationdraw,1
navigationlink,2
navigationopt,1
navigationview,19
nbsp,2
nbviewer,1
nchw,1
nd,1
ndarray,4
ndk,8
nearbi,2
nearest,3
neat,1
necessari,30
necessarili,2
need,177
needless,2
neg,20
neg+add,1
negat,4
negoti,2
neither,6
neo4j,7
neon,3
neovim,1
ner,2
nest,97
nested,1
nestedscrol,1
nestedscrollview,3
nestedscrollview&collapsingtoolbarlayout,1
nestj,1
net,315
netbook,1
netcat,2
netflix,1
netifac,1
netlifi,1
netmodul,1
netrw,1
netti,2
network,66
networkimag,1
networkx,3
neural,16
neuron,1
never,12
newaxi,1
newer,4
newest,4
newli,7
newlin,9
newpag,1
news,1
newsstand,1
newtonsoft,1
newtyp,2
newvalu,1
next,34
nextj,1
nextlin,1
nexu,5
nf,1
nfc,3
ng,44
ng2,3
ngafterviewcheck,1
ngafterviewinit,1
ngbdateparserformatt,1
ngbinputdatepick,1
ngcc,1
ngcomponentoutlet,1
ngcooki,1
ngcordova,1
ngdocheck,1
ngfor,12
ngforof,1
nghide,1
ngif,5
nginx,33
ngmessag,1
ngmodel,9
ngmodelchang,1
ngmodelcontrol,1
ngmodul,8
ngoninit,2
ngoption,1
ngrepeat,1
ngrok,2
ngrx,3
ngshow,1
ngsrc,1
ngstyle,1
ngtabl,1
ngtemplateoutlet,2
ngx,3
ngzone,2
nhwc,1
nib,1
nic,1
nice,6
niebler,1
nifti,1
night,6
nil,10
ninja,1
ninject,1
nio,6
nit,1
nl80211,1
nlog,3
nlogn,1
nlp,2
nltk,7
nlu,2
nn,7
noactionbar,1
nobodi,1
nobr,1
noclassdeffounderror,2
nodatim,1
node,228
nodej,42
nodejs5,1
nodelist,1
nodemail,2
nodemon,7
nodeport,2
nodevalu,1
nodpi,2
noexcept,7
nofil,1
nohup,1
noimplicitani,1
noinlin,1
nois,1
noisi,1
nokogiri,1
nolazi,1
nomethoderror,1
nomin,1
non,122
nonc,1
none,21
nonetyp,2
nonexist,1
nonlinear,2
nonnul,3
nontrivi,1
nonuniqueresultexcept,1
nonzero,1
noop,1
noopen,1
nop,2
noqa,1
noreferr,2
noreturn,1
norm,1
normal,37
normalizr,1
noscript,1
nose,1
nosql,2
nosuchkey,1
nosuchmethodexcept,1
notat,10
notch,3
note,4
notebook,68
notebookapp,2
notepad,2
notepad++,7
notfoundexcept,1
noth,6
notic,2
notif,80
notifi,11
notificationcent,1
notificationmanagercompat,1
notifyitemchang,1
notimplementederror,1
notimplementedexcept,2
notsupportedexcept,1
nougat,2
nox,1
np,6
npath,1
npm,95
npmignor,1
npmrc,3
npoi,1
npx,2
nr,2
nrepl,1
nsallowsarbitraryload,1
nsapptransportsecur,1
nsarray,2
nsarraycontrol,1
nsattributedstr,3
nsbutton,1
nsbuttoncel,1
nscalendarsusagedescript,1
nscamerausagedescript,1
nscfstring,1
nscharacterset,1
nscode,1
nscollectionview,2
nscollectionviewitem,1
nsdata,4
nsdate,5
nsdatecomponentsformatt,1
nsdateformatt,2
nsdictionari,1
nsdictionaryofvariablebind,1
nsdiffabledatasourcesnapshot,1
nsdocumentdirectori,1
nsexcept,1
nsextensionactivationrul,1
nsfetchrequest,1
nsfetchresultscontrol,1
nsfilenamespboardtyp,1
nsimageview,1
nsjsonseri,1
nskeyedunarchiv,1
nslayoutconstraint,1
nslocalizedstr,1
nslog,2
nsmanagedobject,3
nsmutablearray,1
nsnotif,1
nsnotificationcent,1
nsobject,1
nsopenpanel,1
nsoper,1
nsoperationqueu,2
nsoutlineview,1
nsphotolibraryaddusagedescript,1
nspopov,1
nsrang,1
nsscrollview,1
nsstring,4
nstablecellview,1
nstablerowview,1
nstimer,3
nstoolbar,1
nsuinteg,1
nsurl,3
nsurlcach,1
nsurlsess,6
nsurlsessiondatatask,1
nsuseract,1
nsuserdefault,8
nsview,2
nsvisualeffectview,2
nth,5
ntree,1
nuget,28
null,123
nullabl,13
nullifi,1
nullish,1
nulliti,1
nullopt,1
nullpointerexcept,7
nullptr,1
num,2
num++,1
numba,3
numberformatexcept,1
numer,17
numericvector,2
numpad,1
numpartit,1
numpi,102
nunit,2
nurseri,1
nut,1
nuxt,4
nv21,1
nvidia,1
nvm,7
nvp,1
nw,1
o,144
o2,1
oat,1
oauth,17
oauth2,10
oauth2client,1
oauth2resttempl,1
oauthbearerauthent,1
obey,1
obfusc,8
obfuscar,1
obj,9
objc,3
objdump,1
object,547
objectanim,1
objectmapp,2
objectnod,1
objectproperti,1
observ,55
observablecollect,1
observablefield,1
observablehq,1
observedobject,2
observeev,1
obsolet,7
obtain,18
obviat,1
obviou,1
ocaml,2
occasion,1
occupi,1
occur,15
occurr,12
ocean,2
oci,1
ocr,7
octal,1
octav,2
octet,2
octre,1
odata,4
odbc,2
odd,5
odditi,1
odoo,2
odr,2
offer,10
offic,3
offici,13
offlin,20
offset,12
offsetheight,1
offsetof,1
ofnul,2
often,5
oh,2
ohlc,1
ok,23
okay,3
okhttp,9
okhttpclient,1
ol,1
olap,1
old,31
older,11
oldest,1
oldvalu,1
oltp,1
omiss,1
omit,4
omnicomplet,1
on,2
onactivityresult,2
onattach,1
onbeforeunload,1
onbindviewhold,1
onblur,2
oncal,1
onchang,6
oncheckedchagelisten,1
onclick,18
onclicklisten,2
oncomplet,1
onconstructor,1
oncreat,4
oncreateview,1
ondelet,1
ondestroy,1
ondisconnect,1
onehotencod,2
oneplu,1
onerror,1
onetab,1
onfulfil,1
onidiom,1
oninput,1
onitemclicklisten,1
onkeypress,1
onlin,11
onnext,1
onpaus,3
onplatform,1
onpress,2
onpush,1
onstart,1
onstop,2
ontap,1
ontaskremov,1
ontextchang,1
onto,6
ontolog,1
onupgrad,1
onward,1
onwrit,1
oo,2
oop,6
op,7
opac,3
opal,1
opaqu,4
opc,2
opcod,1
open,186
openai,2
openapi,5
opencl,2
opencsv,1
opencv,40
opencv2,1
opencv3,3
openfiledialog,1
openfir,1
opengl,10
openid,5
openjdk,8
openjfx,1
openlay,1
openmp,1
openmpi,1
openocd,1
openpgp,1
openpyxl,4
openscad,1
openshift,4
openssl,7
openstreetmap,1
opentyp,2
openurl,2
openweathermap,1
oper,185
operand,1
oppo,2
opportun,1
oppos,1
opposit,4
opswork,2
opt,5
optim,90
optimis,4
optimum,1
option,162
optionalboolean,1
optionsettyp,1
oracl,30
orca,2
orchid,1
ordbm,1
order,115
orderbi,4
ordereddict,4
ordin,2
ordinari,2
oreo,3
org,17
organ,11
ori,1
orient,30
origin,48
orm,9
orphan,1
os,1
osc,1
oserror,1
osgi,2
osm,2
ostream,4
ostream&,1
osx,20
ota,1
other,13
otherwis,7
otp,2
outdat,2
outer,10
outgo,3
outlet,4
outlier,2
outlin,6
outlinebutton,1
outlook,2
outofmemoryerror,3
output,120
outputpath,1
outputstream,1
outsid,38
oval,2
overal,1
overalloc,1
overcom,3
overflow,33
overflowexcept,1
overhead,8
overlap,14
overlay,16
overload,30
overrid,30
overridden,2
overridelibrari,1
overscrol,2
overus,1
overview,1
overwrit,15
overwritten,1
owin,12
owl,1
own,1
owner,6
ownership,1
ownkey,1
ownprop,1
oxygen,1
p12,3
p2p,3
p3,1
p8,1
pack,20
packag,211
packageinfo,1
packageinstal,1
packagerefer,1
packet,4
pad,32
pagecach,1
pagecontain,1
pagedlist,1
pagedown,1
pageimpl,1
pager,4
pages#hom,1
pagespe,1
pageview,2
pagin,15
paid,2
paint,1
pair,28
pair&&,1
pairwis,1
palett,1
palindrom,1
pan,3
panda,216
pandoc,4
pane,6
panel,9
panic,5
papa,2
paper,3
par,1
paragraph,6
parallax,2
parallel,43
parallelis,1
parallelogram,1
parallelprefix,1
parallelsort,1
parallelstream,1
param,21
paramarray,1
paramet,198
parameter,4
parametr,3
paramiko,1
paranoid,2
parcel,3
parent,69
parenthesi,14
parentnod,3
pareto,1
pariti,2
parkinson,1
parquet,11
pars,62
parseint,1
parser,8
part,33
parti,10
partial,27
partialasync,1
particl,2
particular,21
particularli,2
partit,30
partition,2
partitioncolumn,1
partli,1
pass,224
passeng,3
passphras,1
passport,6
passportj,2
password,92
passwordencod,1
past,24
pastel,1
patch,13
path,121
pathlib,1
pathmatch,1
pathnam,1
patho,1
patholog,1
pathspec,1
pattern,88
paus,14
pay,1
payara,1
payload,8
payment,3
paypal,2
payu,1
pb,3
pbtxt,1
pbxproj,1
pc,6
pca,3
pch,2
pcie,1
pcl,2
pcm,1
pcntl,2
pd,5
pdb,3
pdf,55
pdf2imag,1
pdfbox,2
pdfj,1
pdfminer,1
pdo,4
pdu,1
pdword,1
peak,3
pecl,1
peek,2
peer,11
peerj,1
pelican,1
pem,4
penalti,1
pend,6
pendingint,2
penultim,1
peopl,13
per,39
percent,6
percentag,15
percentil,1
perf,5
perfect,2
perfectli,2
perforc,1
perform,146
performselector,1
perhap,2
period,5
peripher,1
perl,9
permalink,1
perman,15
permgen,1
permiss,77
permissionrequiredmixin,1
permit,5
permut,6
persian,3
persist,35
person,6
perspect,3
pffacebookutil,1
pfn,1
pfx,1
pg,6
pgadmin,2
pgsql,1
phantom,1
phantomj,8
phase,8
phasset,4
phi,1
phimagemanag,2
phish,1
phoenix,3
phoenixframework,1
phone,32
phonegap,5
photo,16
php,130
php5,1
php7,3
phpdoc,1
phpexcel,1
phpmailer,2
phpmd,1
phpmyadmin,5
phpoffic,1
phpspreadsheet,1
phpstorm,8
phpunit,4
phpword,1
phrase,4
phtml,2
phusion,1
physic,7
pi,8
pic,3
picasso,9
pick,12
picker,16
pickerview,1
pickl,9
pictogram,1
pictur,17
pid,2
pie,4
piec,4
piece0,1
piecewis,1
pil,5
pillar,2
pimpl,1
pin,5
pinch,4
pinchgestur,1
pine,1
ping,3
pinpoint,2
pinvok,1
pip,68
pip3,6
pipe,24
pipelin,44
pipenv,7
piper,1
pipfil,3
pitfal,1
pivot,13
pivotaltrack,1
pixel,17
pixij,1
pk,1
pk8,1
pkcs#12,1
pkcs12,1
pkcs5pad,1
pkdraw,1
pkg,3
pkl,1
pl,1
place,39
placehold,23
placeid,1
placement,9
plain,13
plan,10
plane,3
platform,38
play,70
playback,3
playbook,5
player,4
playerview,1
playground,12
playlist,3
playsound,1
ple,1
pleas,6
plesk,1
plethora,1
plinko,1
plinq,1
plist,9
plot,56
plotli,4
plt,3
plu,12
pluck,1
plug,4
plugin,56
plumb,1
plural,1
pm,1
pm2,7
png,7
po,4
poco,1
pod,34
podfil,1
poi,1
point,104
pointer,131
poison,2
poisson,1
pojo,4
polar,3
polici,14
poll,6
pollerr,1
pollev,1
pollhup,1
pollnval,1
poltergeist,1
polyfil,6
polygon,7
polyhedron,1
polylang,2
polylin,3
polym,11
polymorph,19
polynami,1
polynomi,1
pom,6
pong,2
pool,24
poor,2
poorli,3
pop,10
popbackstack,1
popen,4
popov,7
popper,2
popul,12
popular,6
popup,8
popviewcontrol,1
popviewcontrolleranim,1
porcelain,1
port,50
portabl,9
portal,2
portect,1
portion,2
portrait,2
pose,1
posit,80
posix,3
post,91
postasjsonasync,1
postasync,2
postdelay,1
postfix,1
postgi,2
postgr,31
postgreql,1
postgresql,36
postinstal,1
postman,17
postmessag,1
postpon,1
postprocess,1
potenti,6
pound,1
pow,3
power,14
powerbi,1
powerpoint,1
powerset,1
powershel,57
ppsize,1
pr,1
practic,74
practis,1
pragma,3
pre,25
prealloc,1
preced,10
precis,14
precompil,2
precomput,1
precondit,2
predefin,2
predetermin,1
predic,6
predict,24
preemptiv,1
pref,1
prefer,51
preferenceact,1
preferencefrag,1
preferencefragmentcompat,1
preferencescreen,1
preferredstatusbarstyl,1
prefetch,8
prefetchplugin,1
preffer,1
prefil,1
prefix,21
preflight,4
preg,1
prehistor,1
preivew,1
preload,5
prematur,1
premis,1
premultipli,1
prepar,5
preparedstat,1
preprocess,1
preprocessor,9
prereleas,2
prerend,1
prerequisit,2
presenc,2
present,45
presentationframework,1
presentviewcontrol,1
preserv,17
preservewhitespac,1
preset,3
presign,1
press,19
pressur,1
prestashop,1
pretask,1
pretti,9
prettier,6
prev,1
prevent,114
preventdefault,2
preview,17
previou,35
previous,3
prevstat,2
pri,1
price,2
primari,15
primarycolor,1
primaryswatch,1
prime,2
primeng,3
primer,1
primit,15
princip,1
principl,5
print,100
printcompil,1
printdocu,1
printer,3
printf,13
printhierarchi,1
println,1
printwrit,2
prior,3
prioriti,9
priv,1
privaci,2
privat,78
privileg,6
prng,1
pro,14
probabilist,1
probabl,7
problem,19
probplot,1
proc,1
procedur,16
proceed,4
proceedingjoinpoint,1
process,108
processor,7
prod,6
produc,31
product,68
profession,2
profil,41
progmat,1
program,135
programat,5
programdata,1
programerror,1
programm,2
programmat,124
progress,29
progressbar,5
progressdialog,2
proguard,10
proj,1
projectnam,1
projector,1
projectrefer,2
prolong,1
promdash,1
prometheu,3
promis,92
promisifi,5
promot,3
prompt,24
prone,1
pronounc,1
proof,1
prop,38
propag,3
proper,29
properli,74
properti,175
propertywrapp,1
prophet,1
proport,1
proportion,1
propos,3
proptyp,7
protect,29
proteg,1
proto,1
protobuf,4
protoc,1
protocol,48
protocolbuff,1
protocolexcept,1
prototyp,20
protractor,17
prove,4
proven,2
provid,66
providedin,2
provis,6
proxi,54
proxim,1
proxyhost,1
prune,2
prvalu,2
ps1,1
psd2,1
pseudo,11
pso,1
psql,8
psqlexcept,1
psr,4
psutil,1
psycopg2,4
pthread,2
pti,1
ptr,26
ptr++,1
ptv,1
pubkey,1
public,46
publicli,3
publicpath,1
publish,27
publishprofil,1
pubsub,1
pull,42
puma,1
pump,1
pun,4
punch,2
punctuat,2
puppet,15
puppi,3
purchas,8
pure,23
purg,1
puriti,1
purpos,71
purrr,2
push,78
pushdown,1
pusher,1
pushnotif,1
put,72
putifabs,1
putti,1
puzzl,1
pv,2
pvc,2
pwa,10
pwd,2
px,5
py,29
py2ex,1
py4j,1
pyarrow,2
pyaudio,2
pyc,1
pycharm,37
pycrypto,1
pyd,2
pydev,2
pydoc,1
pydot,1
pydub,1
pyenv,2
pygam,6
pyi,2
pyinstal,4
pylab,1
pylint,4
pymc3,1
pymongo,5
pypdf2,1
pypi,7
pypic,1
pyplot,2
pyproj,1
pyqt,6
pyqt4,3
pyqt5,2
pyramid,2
pyseri,1
pysid,3
pysimplesoap,1
pyspark,29
pyspid,1
pytesseract,1
pytest,10
python,768
python+opencv,1
python+sqlalchemi,1
python2,4
python3,22
pytorch,34
pytz,1
pyvenv,1
pyyaml,1
q1,1
q2,1
qa,2
qcut,1
qemu,3
qeventloop,1
qlik,1
qlineedit,1
qmake,1
qmessagebox,2
qml,5
qml+j,1
qr,5
qrc,1
qrcode,1
qsignalmapp,1
qsort,1
qsqlcipher,1
qstring,1
qt,20
qt5,1
qtableview,1
qtablewidget,1
qtcreator,1
qtdesign,1
qtpaint,1
qtwebengin,1
quadrat,1
quak,1
qualifi,7
qualiti,7
qualityofservic,1
quantifi,1
quantil,1
quantiz,1
quartil,1
quartz,2
quaternion,1
queen,2
queri,174
querydsl,1
queryset,2
querystr,1
question,7
queu,2
queue,33
quick,8
quicker,2
quickest,4
quickli,9
quicksort,2
quickstart,1
quill,4
quit,6
quot,16
quotat,1
qwebchannel,1
qwerti,1
r,175
r1,1
r12,1
r2,3
r21,1
r5,1
r6,1
r71,1
r7r,1
rabbitmq,10
rabin,1
race,4
racetosuccess,1
racket,1
radial,1
radian,1
radiat,2
radio,8
radiobutton,1
radiogroup,1
radiu,6
raii,1
rail,71
railti,1
railway,1
rais,17
raisedbutton,1
rake,1
ram,5
ramda,1
ran,1
rand,10
random,72
randomaccess,1
randomforest,2
randomli,6
randomuuid,1
rang,87
rangebetween,1
rangeerror,1
rank,4
rare,1
rasa,2
raspberri,6
raspberrypi,1
raspbian,3
raspiberri,1
raster,2
rasterbrick,1
rate,23
ratelimit,1
rather,19
ratio,11
rational,8
ravel,2
raw,20
ray,2
raytrac,1
razor,10
rb,3
rbac,1
rbind,1
rbp,2
rc,5
rc2,4
rcnn,1
rcparam,1
rcpp,2
rcurl,1
rd,12
rdata,1
rdbm,1
rdbuf,1
rdd,18
rdf,1
rdfa,1
rdynam,1
rdyncal,1
re,5
reach,8
reachabl,2
react,616
reactdom,2
reactdomserv,1
reactel,1
reactiv,15
reactivecocoa,2
reactiveform,1
reactj,69
reactn,1
reactnod,1
reactor,1
reactown,1
reactphp,1
reactstrap,1
read,185
readabl,3
readablestream,1
readalllin,1
readasstreamasync,1
readasstringasync,1
reader,2
readerwriterlock,1
readerwriterlockslim,1
readfil,2
readfilesync,1
readi,5
readlin,7
readm,7
readonli,6
readonlycollect,1
readtimeouterror,1
real,36
realist,2
realitykit,1
realiz,3
realli,69
realloc,3
realm,15
realmlist,1
realmresult,1
realmswift,1
realproxi,1
realtim,9
reappear,1
rearrang,2
reason,48
reauthent,1
reauthenticatewithcredenti,1
rebalanc,1
rebas,14
rebind,1
reboot,1
rebuild,11
rec,1
recal,3
recalcul,2
recaptcha,12
receipt,5
receiv,31
receiverdisconnectedexcept,1
recent,9
recept,1
recip,1
recipi,1
recogn,23
recognis,2
recognit,6
recommend,21
recompil,9
recomput,1
reconnect,5
reconstruct,1
record,50
recov,5
recoveri,1
recoverpos,1
recreat,6
rect,3
rectangl,13
rectangular,1
recttransform,1
recur,3
recurr,2
recurs,41
recursiveastvisitor,1
recursivedescript,1
recv,1
recycl,10
recyclerlistview,1
recyclerview,86
red,4
redeclar,1
redefin,2
redefinit,1
redi,29
redirect,58
redirecttoact,1
redistribut,1
redo,2
redraw,2
redshift,6
reduc,54
reducebykey,1
redund,9
redux,77
reentrant,1
ref,21
refactor,6
refer,160
referenc,8
referenceerror,1
referenti,1
referr,3
refl,1
reflect,16
reformat,1
refract,1
refresh,51
refreshtoken,1
refus,9
reg,2
regard,3
regardless,6
regasm,1
regdb,1
regener,2
regex,30
regexp,1
region,10
regist,32
registerfordraggedtyp,1
registr,4
registrationid,1
registri,25
regress,16
regular,30
reific,1
reindex,1
reinforc,1
reinstal,8
reinterpret,1
reject,10
rel,21
relat,33
relationship,17
relativ,1
relativelayout,1
relaunch,1
relax,2
relay,4
relayst,1
releas,45
relev,3
relhasoid,1
reli,1
reliabl,11
relianc,1
reload,34
reloaddata,1
reloaditem,1
reloc,1
relocat,2
relplot,1
relu,1
rem,1
remain,6
remaind,2
remap,2
rememb,5
remind,2
remot,65
remoteview,1
remount,3
removearrangedsubview,1
removedeliverednotif,1
removefil,1
removefromsuperview,1
renam,33
render,102
rendertostr,1
renegoti,1
renew,12
reorder,10
rep,1
repaint,1
repair,1
repartit,1
repeat,27
repeatedli,3
repetit,4
repl,6
replac,90
replay,1
replaysubject,1
repli,1
replic,13
replica,2
repo,29
report,32
reposit,1
repositor,1
repositori,71
repositroy,1
repr,2
repres,24
represent,6
reproduc,3
reput,1
req,2
request,266
requestbodi,2
requestcod,2
requestidtoken,1
requestparam,3
requestrejectedexcept,1
requir,111
requiredargsconstructor,1
requirenonnul,2
rerend,3
rerun,1
resampl,1
rescal,1
research,1
reselect,1
reserv,12
reset,56
reshap,2
reshape2,1
resharp,2
resid,1
residu,1
resiz,31
reskin,1
resnet,1
resolut,19
resolv,59
resolvedfiletopublish,1
resolveexcept,1
resourc,62
resourcerul,1
resp,1
respect,10
respond,9
respondstoselector,1
respons,122
responsebodi,2
responsejson,1
responsetext,1
rest,101
restart,45
restcontrol,3
restor,22
restrict,29
restricteddur,1
restructur,1
restsharp,1
resttempl,7
result,99
resum,9
resx,1
retain,15
rethinkdb,2
retina,1
retpolin,1
retri,15
retriev,43
retroact,1
retrofit,29
retrofit2,3
reus,14
reusabl,5
rev,1
reveal,4
revent,1
revers,30
revert,5
review,5
revis,5
revisit,1
revok,2
revset,1
rewrit,12
rewritecond,1
rewritten,1
rf,1
rfc,2
rfc2898derivebyt,1
rfft,1
rgb,8
rgba,4
rh,2
rhel,1
rhel7,1
rich,4
rid,14
ride,1
ridgeclassifi,1
right,87
rightshift,1
rimraf,1
ring,3
rington,1
ringtoneprefer,1
rip,3
rippl,11
rippledraw,1
rise,1
risk,5
rjava,1
rk,1
rl,1
rleid,1
rm,3
rmarkdown,11
rmd,3
rmdir,1
rmi,1
rmse,1
rnn,7
road,1
robert,1
robit,1
robocopi,1
robolectr,1
robomongo,1
robot,1
roboto,1
roc,3
rocket,1
role,32
rolesallow,1
roll,3
rollaxi,1
rollback,3
rom,1
roman,1
room,21
root,59
rootdir,1
rootscop,2
rootviewcontrol,1
ros2,1
rose,1
roslyn,5
rotat,38
rotate3d,1
rotatex,1
rotatey,1
rotatez,1
rotativa,1
round,43
rout,94
routeact,1
router,98
routerlink,4
routin,5
row,132
rowheight,1
rownam,1
rowsbetween,1
rowspan,1
roxygen2,1
rpath,2
rpc,2
rpm,1
rpmbuild,1
rptproj,1
rs256,1
rsa,2
rscript,1
rserv,1
rsi,1
rsp,1
rspec,6
rss,3
rstudio,9
rsync,1
rta,1
rtl,3
rto,1
rtp,1
rtsp,3
rtti,3
rubi,37
rubocop,1
rule,38
ruler,2
rundeck,1
rune,1
runnabl,8
runner,8
runproguard,1
runst,1
runtim,57
runtimeerror,2
rust,56
rustdoc,1
rustup,1
rvalu,12
rvest,1
rvm,2
rvo,2
rx,6
rxj,29
rxjava,18
rxjava2,1
rxkotlin,1
rxswift,4
ryzen,1
s+,1
s1,1
s3,53
s3a,1
s3n,1
s4,2
sa,3
safari,27
safe,87
safeareaview,2
safebrowsingrespons,1
safer,1
safest,1
safeti,4
saga,2
said,5
sail,4
saiyan,1
sale,1
salt,2
samesit,4
saml,3
samlp,1
sampl,16
samplebuff,1
san,1
sandbox,2
sane,1
sanit,2
saniti,3
sap,1
sapper,1
sapui5,1
sass,13
satisfi,6
sauci,1
save,136
saveast,2
saveastextfil,1
savechang,1
savedmodel,1
savemod,1
saver,1
savez,1
sawtooth,1
say,22
sb,3
sbcl,1
sbt,17
scaffold,8
scala,63
scalabl,1
scalaid,1
scalar,6
scalatest,2
scale,42
scan,14
scancod,1
scanf,5
scanner,7
scari,1
scatterplot,2
scenario,4
scene,11
scenebuild,1
scenedeleg,2
scenedidload,1
scenekit,4
schedul,41
scheduleatfixedr,1
schema,25
schemardd,1
scheme,10
school,1
scientif,4
scikit,24
scipi,8
scipt,1
scl,1
scm,1
scn,1
scnnode,2
scnskinner,1
scope,52
score,9
scp,3
scrap,1
scrape,13
scraper,1
scrapi,14
scratch,6
scream,1
screen,97
screencas,1
screenshot,15
scrim,1
script,159
scriptengin,1
scriptresourc,1
scroll,117
scrollabl,7
scrollbar,10
scrollcontrol,1
scroller,1
scrollheight,1
scrollposit,1
scrollrect,1
scrollstrategi,1
scrollto,4
scrolltoposit,1
scrollview,14
scrollviewread,1
scss,8
sd,4
sdcard,1
sdk,61
sdkman,1
sdl,3
sdl2,4
sdwebimag,2
se,3
seaborn,12
seal,2
seamless,1
search,75
searchbar,2
searchtext,1
searchview,6
seckeyref,1
second,29
secondari,4
secret,29
section,20
sector,3
secur,82
securestr,1
securetextentri,1
securityexcept,1
securitygroup,1
sed,6
seda,1
see,50
seed,20
seek,2
seekabl,1
seem,8
seemingli,1
seen,1
segfault,1
segment,19
segu,10
select,152
select2,9
selectableitembackground,1
selectiongroup,2
selector,25
selenium,61
self,42
selinux,1
sem,3
semant,7
semaphor,3
semi,5
semicolon,7
send,131
sender,2
sendfil,1
sendmessag,1
sendtous,1
sens,5
sensibl,1
sensit,10
sensor,2
sent,6
sentenc,7
sentinel,1
sentri,2
seo,1
sep,2
separ,73
seper,1
seq,1
seq2seq,2
sequel,11
sequenc,35
sequenti,16
ser,1
serf,1
seri,25
serial,34
serializ,4
serializednam,1
serialversionuid,1
serilog,2
seriou,2
serv,39
servant,1
servehttp,1
server,253
serverendpoint,1
serverless,1
serverselectiontimeouterror,1
serversid,1
servervalu,1
servic,176
serviceconnect,1
servicefilt,1
serviceloc,1
servicemodel,1
servicemonitor,1
servicework,1
servlet,6
session,57
session#merg,1
sessionid,2
sessionmanag,1
sessionscop,1
sessionstorag,1
set,616
setaccessibilitylabel,1
setalwaysrunsatforegroundprior,1
setattr,1
setcalleventhandl,1
setcharacteristicnotif,1
setcontentview,1
setcooki,1
setdefaultmaxperrout,1
setdisplayorient,1
setdt,1
setexcept,1
setf,1
setfocus,1
setfocusableintouchmod,1
sethasfixeds,1
sethead,1
setimagedraw,1
setimmedi,1
setinterv,4
setmast,1
